city,name,address,postal_code,latitude,longitude,open_weekend,open_holidays,open_time,close_time,fee_per_hour,cashless_payment,ev_charging,total_spots,source_url
Hamburg,Tiefgarage Tanzende Türme,"Zirkusweg 20, 20359 Hamburg",20359,,,True,True,0,24,0.0,True,-,310,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-tanzende-tuerme-hamburg--ci3cp1124150
Hamburg,Parkhaus Hauptbahnhof Centrum P1,"Hühnerposten 1-2, 20097 Hamburg",20097,,,True,True,0,24,0.0,True,-,427,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/parkhaus-hauptbahnhof-centrum-p1-hamburg--ci3cp1124501
Hamburg,Tiefgarage City Rahlstedt Dauerparkerbereich,"Boizenburger Weg, 22143 Hamburg",22143,,,True,True,0,24,0.0,False,-,63,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-city-rahlstedt-dauerparkerbereich-hamburg--ci3cp112822316
Hamburg,Tiefgarage Europa Passage,"Hermannstraße 11, 20095 Hamburg",20095,,,True,True,0,24,0.0,False,0,720,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-europa-passage-hamburg--ci3cp1124107
Hamburg,Parkhaus City Rahlstedt,"Boizenburger Weg, 22143 Hamburg",22143,,,True,True,0,24,0.0,False,-,65,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/parkhaus-city-rahlstedt-parking-deck-hamburg--ci3cp1124511
Hamburg,Tiefgarage Forum Winterhude,"Winterhuder Markt 6 - 7A, 22299 Hamburg",22299,,,True,True,0,24,0.0,False,-,230,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-forum-winterhude-hamburg--ci3cp1124125
Hamburg,Tiefgarage Deutsch-Japanisches Zentrum,"An der Stadthausbrücke 1, 20355 Hamburg",20355,,,True,True,0,24,0.0,False,-,362,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-deutsch-japanisches-zentrum-hamburg--ci3cp1124159
Hamburg,Tiefgarage Radisson Blu,"Congressplatz 2, 20355 Hamburg",20355,,,True,True,0,24,0.0,True,0,170,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-radisson-blu-hamburg--ci3cp1124060
Hamburg,Tiefgarage Greifswalder Platz Quartiersgarage,"Soester Straße 43, 20099 Hamburg",20099,,,False,False,0,24,0.0,False,-,110,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/tiefgarage-greifswalder-platz-quartiersgarage-hamburg--ci3cp1124510
Hamburg,Parkhaus Hamburger Meile,"Humboldtstraße 6, 22083 Hamburg",22083,,,True,True,0,24,0.0,False,0,2,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/parkhaus-hamburger-meile-hamburg--ci3cp1124414
Hamburg,Parkhaus Wandsbek Quarree P2,"Quarree, 22041 Hamburg",22041,,,False,False,6,21,0.0,False,-,565,https://www.mein-contipark.de/parkplatz-finden/parken-in-hamburg/parkhaus-wandsbek-quarree-p2-hamburg--ci3cp1124153
